Store,Date,Weekly Sales,Weekly Sales - Ave.,Holiday Flag,Temperature,Temp - Ave.,Fuel Price,Fuel Price - Ave.,CPI,CPI - Ave.,Unemployment,Unemployment - Ave.,Day,Month,Year
5,2010-09-03,"$323,798.00","$5,786.19",0,84.06,14.65,2.577,-0.643,212.0869176,-4.4786638,6.496,0.201,03,09,2010
5,2010-09-10,"$306,533.08","-$11,478.73",1,79.86,10.45,2.565,-0.655,212.0499271,-4.5156543,6.496,0.201,10,09,2010
5,2010-09-17,"$282,558.65","-$35,453.16",0,82.28,12.87,2.582,-0.638,212.0769346,-4.4886468,6.496,0.201,17,09,2010
5,2010-09-24,"$293,131.58","-$24,880.23",0,78.53,9.12,2.624,-0.596,212.1519404,-4.4136410,6.496,0.201,24,09,2010
5,2010-10-01,"$283,178.12","-$34,833.69",0,71.1,1.69,2.603,-0.617,212.2269463,-4.3386351,6.768,0.473,01,10,2010
5,2010-10-08,"$290,494.85","-$27,516.96",0,64.99,-4.42,2.633,-0.587,212.3019522,-4.2636292,6.768,0.473,08,10,2010
5,2010-10-15,"$280,681.20","-$37,330.61",0,68.11,-1.30,2.72,-0.500,212.3691867,-4.1963947,6.768,0.473,15,10,2010
5,2010-10-22,"$284,988.27","-$33,023.54",0,70.96,1.55,2.725,-0.495,212.4169928,-4.1485886,6.768,0.473,22,10,2010
5,2010-10-29,"$278,031.81","-$39,980.00",0,70.58,1.17,2.716,-0.504,212.464799,-4.1007824,6.768,0.473,29,10,2010
5,2010-11-05,"$325,310.30","$7,298.49",0,58.88,-10.53,2.689,-0.531,212.5126051,-4.0529763,6.768,0.473,05,11,2010
5,2010-11-12,"$301,827.36","-$16,184.45",0,62.37,-7.04,2.728,-0.492,212.5604113,-4.0051701,6.768,0.473,12,11,2010
5,2010-11-19,"$297,384.81","-$20,627.00",0,52.52,-16.89,2.771,-0.449,212.445487,-4.1200944,6.768,0.473,19,11,2010
5,2010-11-26,"$488,362.61","$170,350.80",1,66.15,-3.26,2.735,-0.485,212.303441,-4.2621404,6.768,0.473,26,11,2010
5,2010-12-03,"$344,490.88","$26,479.07",0,51.31,-18.10,2.708,-0.512,212.1613951,-4.4041863,6.768,0.473,03,12,2010
5,2010-12-10,"$352,811.53","$34,799.72",0,48.27,-21.14,2.843,-0.377,212.0193491,-4.5462323,6.768,0.473,10,12,2010
5,2010-12-17,"$367,801.19","$49,789.38",0,51.61,-17.80,2.869,-0.351,211.9580815,-4.6074999,6.768,0.473,17,12,2010
5,2010-12-24,"$466,010.25","$147,998.44",0,55.01,-14.40,2.886,-0.334,211.9573978,-4.6081836,6.768,0.473,24,12,2010
5,2010-12-31,"$298,180.18","-$19,831.63",1,49.79,-19.62,2.943,-0.277,211.9567142,-4.6088672,6.768,0.473,31,12,2010
5,2011-01-07,"$286,347.26","-$31,664.55",0,48.3,-21.11,2.976,-0.244,211.9560305,-4.6095509,6.634,0.339,07,01,2011
5,2011-01-14,"$260,636.71","-$57,375.10",0,37.74,-31.67,2.983,-0.237,212.008514,-4.5570674,6.634,0.339,14,01,2011
5,2011-01-21,"$275,313.34","-$42,698.47",0,45.41,-24.00,3.016,-0.204,212.3800012,-4.1855802,6.634,0.339,21,01,2011
5,2011-01-28,"$279,088.39","-$38,923.42",0,44.5,-24.91,3.01,-0.210,212.7514884,-3.8140930,6.634,0.339,28,01,2011
5,2011-02-04,"$329,613.20","$11,601.39",0,41.67,-27.74,2.989,-0.231,213.1229755,-3.4426059,6.634,0.339,04,02,2011
5,2011-02-11,"$311,590.54","-$6,421.27",1,38.25,-31.16,3.022,-0.198,213.4944627,-3.0711187,6.634,0.339,11,02,2011
5,2011-02-18,"$356,622.61","$38,610.80",0,58.83,-10.58,3.045,-0.175,213.8068304,-2.7587510,6.634,0.339,18,02,2011
5,2011-02-25,"$294,659.50","-$23,352.31",0,63.35,-6.06,3.065,-0.155,214.0955503,-2.4700311,6.634,0.339,25,02,2011
5,2011-03-04,"$329,033.66","$11,021.85",0,60.35,-9.06,3.288,0.068,214.3842702,-2.1813112,6.634,0.339,04,03,2011
5,2011-03-11,"$293,098.10","-$24,913.71",0,55.74,-13.67,3.459,0.239,214.6729901,-1.8925913,6.634,0.339,11,03,2011
5,2011-03-18,"$312,177.67","-$5,834.14",0,64.31,-5.10,3.488,0.268,214.9257339,-1.6398475,6.634,0.339,18,03,2011
5,2011-03-25,"$294,732.50","-$23,279.31",0,70.71,1.30,3.473,0.253,215.1640872,-1.4014942,6.634,0.339,25,03,2011
5,2011-04-01,"$314,316.55","-$3,695.26",0,61.5,-7.91,3.524,0.304,215.4024406,-1.1631408,6.489,0.194,01,04,2011
5,2011-04-08,"$307,333.62","-$10,678.19",0,69.64,0.23,3.622,0.402,215.6407939,-0.9247875,6.489,0.194,08,04,2011
5,2011-04-15,"$307,913.58","-$10,098.23",0,72.02,2.61,3.743,0.523,215.8592673,-0.7063141,6.489,0.194,15,04,2011
5,2011-04-22,"$328,415.44","$10,403.63",0,74.34,4.93,3.807,0.587,216.0280407,-0.5375407,6.489,0.194,22,04,2011
5,2011-04-29,"$307,291.56","-$10,720.25",0,74.75,5.34,3.81,0.590,216.1968142,-0.3687672,6.489,0.194,29,04,2011
5,2011-05-06,"$322,904.68","$4,892.87",0,66.27,-3.14,3.906,0.686,216.3655877,-0.1999937,6.489,0.194,06,05,2011
5,2011-05-13,"$290,930.01","-$27,081.80",0,77.38,7.97,3.899,0.679,216.5343611,-0.0312203,6.489,0.194,13,05,2011
5,2011-05-20,"$299,614.33","-$18,397.48",0,71.37,1.96,3.907,0.687,216.3023847,-0.2631967,6.489,0.194,20,05,2011
5,2011-05-27,"$297,149.69","-$20,862.12",0,80.14,10.73,3.786,0.566,216.0704083,-0.4951731,6.489,0.194,27,05,2011
5,2011-06-03,"$329,183.92","$11,172.11",0,83.81,14.40,3.699,0.479,215.8384319,-0.7271495,6.489,0.194,03,06,2011
5,2011-06-10,"$304,984.14","-$13,027.67",0,83.61,14.20,3.648,0.428,215.6064555,-0.9591259,6.489,0.194,10,06,2011
5,2011-06-17,"$304,811.82","-$13,199.99",0,86.84,17.43,3.637,0.417,215.560463,-1.0051184,6.489,0.194,17,06,2011
5,2011-06-24,"$302,881.64","-$15,130.17",0,84.76,15.35,3.594,0.374,215.6539583,-0.9116231,6.489,0.194,24,06,2011
5,2011-07-01,"$327,093.89","$9,082.08",0,85.81,16.40,3.524,0.304,215.7474537,-0.8181277,6.529,0.234,01,07,2011
5,2011-07-08,"$310,804.93","-$7,206.88",0,86.64,17.23,3.48,0.260,215.8409491,-0.7246323,6.529,0.234,08,07,2011
5,2011-07-15,"$283,248.62","-$34,763.19",0,88.64,19.23,3.575,0.355,215.9250696,-0.6405118,6.529,0.234,15,07,2011
5,2011-07-22,"$292,539.73","-$25,472.08",0,86.97,17.56,3.651,0.431,215.985753,-0.5798284,6.529,0.234,22,07,2011
5,2011-07-29,"$275,142.17","-$42,869.64",0,89.42,20.01,3.682,0.462,216.0464364,-0.5191450,6.529,0.234,29,07,2011
5,2011-08-05,"$317,738.56",-$273.25,0,91.07,21.66,3.684,0.464,216.1071198,-0.4584616,6.529,0.234,05,08,2011
5,2011-08-12,"$289,886.16","-$28,125.65",0,90.16,20.75,3.638,0.418,216.1678032,-0.3977782,6.529,0.234,12,08,2011
5,2011-08-19,"$303,643.84","-$14,367.97",0,89.35,19.94,3.554,0.334,216.2311855,-0.3343959,6.529,0.234,19,08,2011
5,2011-08-26,"$310,338.17","-$7,673.64",0,89.18,19.77,3.523,0.303,216.2950176,-0.2705638,6.529,0.234,26,08,2011
5,2011-09-02,"$315,645.53","-$2,366.28",0,90.38,20.97,3.533,0.313,216.3588498,-0.2067316,6.529,0.234,02,09,2011
5,2011-09-09,"$321,110.22","$3,098.41",1,79.04,9.63,3.546,0.326,216.4226819,-0.1428995,6.529,0.234,09,09,2011
5,2011-09-16,"$278,529.71","-$39,482.10",0,83.55,14.14,3.526,0.306,216.6033083,0.0377269,6.529,0.234,16,09,2011
5,2011-09-23,"$291,024.98","-$26,986.83",0,78.01,8.60,3.467,0.247,216.9396605,0.3740791,6.529,0.234,23,09,2011
5,2011-09-30,"$292,315.38","-$25,696.43",0,81.16,11.75,3.355,0.135,217.2760127,0.7104313,6.529,0.234,30,09,2011
5,2011-10-07,"$309,111.47","-$8,900.34",0,71.64,2.23,3.285,0.065,217.6123648,1.0467834,6.3,0.005,07,10,2011
5,2011-10-14,"$286,117.72","-$31,894.09",0,72.36,2.95,3.274,0.054,217.9237458,1.3581644,6.3,0.005,14,10,2011
5,2011-10-21,"$306,069.18","-$11,942.63",0,66.9,-2.51,3.353,0.133,218.0852999,1.5197185,6.3,0.005,21,10,2011
5,2011-10-28,"$307,035.11","-$10,976.70",0,69.27,-0.14,3.372,0.152,218.2468539,1.6812725,6.3,0.005,28,10,2011
5,2011-11-04,"$353,652.23","$35,640.42",0,56.71,-12.70,3.332,0.112,218.408408,1.8428266,6.3,0.005,04,11,2011
5,2011-11-11,"$311,906.70","-$6,105.11",0,60.71,-8.70,3.297,0.077,218.5699621,2.0043807,6.3,0.005,11,11,2011
5,2011-11-18,"$307,944.37","-$10,067.44",0,64.33,-5.08,3.308,0.088,218.793912,2.2283306,6.3,0.005,18,11,2011
5,2011-11-25,"$507,900.07","$189,888.26",1,61.93,-7.48,3.236,0.016,219.0428204,2.4772390,6.3,0.005,25,11,2011
5,2011-12-02,"$376,225.61","$58,213.80",0,51.14,-18.27,3.172,-0.048,219.2917287,2.7261473,6.3,0.005,02,12,2011
5,2011-12-09,"$367,433.77","$49,421.96",0,44.12,-25.29,3.158,-0.062,219.540637,2.9750556,6.3,0.005,09,12,2011
5,2011-12-16,"$379,530.30","$61,518.49",0,54.42,-14.99,3.159,-0.061,219.7596266,3.1940452,6.3,0.005,16,12,2011
5,2011-12-23,"$458,562.24","$140,550.43",0,50.33,-19.08,3.112,-0.108,219.9387246,3.3731432,6.3,0.005,23,12,2011
5,2011-12-30,"$349,624.88","$31,613.07",1,45.62,-23.79,3.129,-0.091,220.1178226,3.5522412,6.3,0.005,30,12,2011
5,2012-01-06,"$312,078.71","-$5,933.10",0,50.21,-19.20,3.157,-0.063,220.2969205,3.7313391,5.943,-0.352,06,01,2012
5,2012-01-13,"$291,454.52","-$26,557.29",0,48.86,-20.55,3.261,0.041,220.4760185,3.9104371,5.943,-0.352,13,01,2012
5,2012-01-20,"$287,523.98","-$30,487.83",0,54.65,-14.76,3.268,0.048,220.5694104,4.0038290,5.943,-0.352,20,01,2012
5,2012-01-27,"$295,974.22","-$22,037.59",0,54.63,-14.78,3.29,0.070,220.6628023,4.0972209,5.943,-0.352,27,01,2012
5,2012-02-03,"$333,948.00","$15,936.19",0,57.35,-12.06,3.36,0.140,220.7561941,4.1906127,5.943,-0.352,03,02,2012
5,2012-02-10,"$349,239.88","$31,228.07",1,48.57,-20.84,3.409,0.189,220.849586,4.2840046,5.943,-0.352,10,02,2012
5,2012-02-17,"$356,427.98","$38,416.17",0,48.25,-21.16,3.51,0.290,221.0106341,4.4450527,5.943,-0.352,17,02,2012
5,2012-02-24,"$312,220.47","-$5,791.34",0,57.75,-11.66,3.555,0.335,221.2224243,4.6568429,5.943,-0.352,24,02,2012
5,2012-03-02,"$359,206.21","$41,194.40",0,60.66,-8.75,3.63,0.410,221.4342146,4.8686332,5.943,-0.352,02,03,2012
5,2012-03-09,"$347,295.60","$29,283.79",0,57.69,-11.72,3.669,0.449,221.6460048,5.0804234,5.943,-0.352,09,03,2012
5,2012-03-16,"$339,392.54","$21,380.73",0,63.55,-5.86,3.734,0.514,221.7989713,5.2333899,5.943,-0.352,16,03,2012
5,2012-03-23,"$321,299.99","$3,288.18",0,64.44,-4.97,3.787,0.567,221.8735063,5.3079249,5.943,-0.352,23,03,2012
5,2012-03-30,"$331,318.73","$13,306.92",0,67.76,-1.65,3.845,0.625,221.9480412,5.3824598,5.943,-0.352,30,03,2012
5,2012-04-06,"$402,985.70","$84,973.89",0,70.4,0.99,3.891,0.671,222.0225762,5.4569948,5.801,-0.494,06,04,2012
5,2012-04-13,"$351,832.03","$33,820.22",0,70.56,1.15,3.891,0.671,222.0971111,5.5315297,5.801,-0.494,13,04,2012
5,2012-04-20,"$330,063.06","$12,051.25",0,67.33,-2.08,3.877,0.657,222.1512315,5.5856501,5.801,-0.494,20,04,2012
5,2012-04-27,"$324,839.74","$6,827.93",0,68.96,-0.45,3.814,0.594,222.2053519,5.6397705,5.801,-0.494,27,04,2012
5,2012-05-04,"$360,932.69","$42,920.88",0,77.1,7.69,3.749,0.529,222.2594722,5.6938908,5.801,-0.494,04,05,2012
5,2012-05-11,"$333,870.52","$15,858.71",0,73.45,4.04,3.688,0.468,222.3135926,5.7480112,5.801,-0.494,11,05,2012
5,2012-05-18,"$336,189.66","$18,177.85",0,70.45,1.04,3.63,0.410,222.330443,5.7648616,5.801,-0.494,18,05,2012
5,2012-05-25,"$341,994.48","$23,982.67",0,78.23,8.82,3.561,0.341,222.3323853,5.7668039,5.801,-0.494,25,05,2012
5,2012-06-01,"$359,867.80","$41,855.99",0,79.72,10.31,3.501,0.281,222.3343277,5.7687463,5.801,-0.494,01,06,2012
5,2012-06-08,"$341,704.59","$23,692.78",0,81.02,11.61,3.452,0.232,222.33627,5.7706886,5.801,-0.494,08,06,2012
5,2012-06-15,"$327,383.64","$9,371.83",0,81.64,12.23,3.393,0.173,222.3492901,5.7837087,5.801,-0.494,15,06,2012
5,2012-06-22,"$325,041.68","$7,029.87",0,80.57,11.16,3.346,0.126,222.3900046,5.8244232,5.801,-0.494,22,06,2012
5,2012-06-29,"$329,658.10","$11,646.29",0,87.08,17.67,3.286,0.066,222.4307191,5.8651377,5.801,-0.494,29,06,2012
5,2012-07-06,"$341,214.43","$23,202.62",0,82.35,12.94,3.227,0.007,222.4714336,5.9058522,5.603,-0.692,06,07,2012
5,2012-07-13,"$316,203.64","-$1,808.17",0,80.78,11.37,3.256,0.036,222.5121481,5.9465667,5.603,-0.692,13,07,2012
5,2012-07-20,"$321,205.12","$3,193.31",0,81.05,11.64,3.311,0.091,222.5209358,5.9553544,5.603,-0.692,20,07,2012
5,2012-07-27,"$306,827.36","-$11,184.45",0,85.06,15.65,3.407,0.187,222.5297234,5.9641420,5.603,-0.692,27,07,2012
5,2012-08-03,"$324,195.17","$6,183.36",0,86.91,17.50,3.417,0.197,222.5385111,5.9729297,5.603,-0.692,03,08,2012
5,2012-08-10,"$306,759.70","-$11,252.11",0,86.96,17.55,3.494,0.274,222.5472987,5.9817173,5.603,-0.692,10,08,2012
5,2012-08-17,"$314,014.18","-$3,997.63",0,87.52,18.11,3.571,0.351,222.6276753,6.0620939,5.603,-0.692,17,08,2012
5,2012-08-24,"$320,831.36","$2,819.55",0,79.45,10.04,3.62,0.400,222.7617437,6.1961623,5.603,-0.692,24,08,2012
5,2012-08-31,"$344,642.01","$26,630.20",0,84.25,14.84,3.638,0.418,222.8958121,6.3302307,5.603,-0.692,31,08,2012
5,2012-09-07,"$350,648.91","$32,637.10",1,86.3,16.89,3.73,0.510,223.0298805,6.4642991,5.603,-0.692,07,09,2012
5,2012-09-14,"$299,800.67","-$18,211.14",0,76.65,7.24,3.717,0.497,223.1734167,6.6078353,5.603,-0.692,14,09,2012
5,2012-09-21,"$307,306.76","-$10,705.05",0,71.09,1.68,3.721,0.501,223.3737593,6.8081779,5.603,-0.692,21,09,2012
5,2012-09-28,"$310,141.68","-$7,870.13",0,78.33,8.92,3.666,0.446,223.5741019,7.0085205,5.603,-0.692,28,09,2012
5,2012-10-05,"$343,048.29","$25,036.48",0,71.17,1.76,3.617,0.397,223.7744444,7.2088630,5.422,-0.873,05,10,2012
5,2012-10-12,"$325,345.41","$7,333.60",0,66.24,-3.17,3.601,0.381,223.974787,7.4092056,5.422,-0.873,12,10,2012
5,2012-10-19,"$313,358.15","-$4,653.66",0,69.17,-0.24,3.594,0.374,224.0192873,7.4537059,5.422,-0.873,19,10,2012
5,2012-10-26,"$319,550.77","$1,538.96",0,71.7,2.29,3.506,0.286,224.0378139,7.4722325,5.422,-0.873,26,10,2012
6,2010-02-05,"$1,652,635.10","$87,906.91",0,40.43,-29.27,2.572,-0.648,212.6223518,-4.9308453,7.259,0.652,05,02,2010
6,2010-02-12,"$1,606,283.86","$41,555.67",1,40.57,-29.13,2.548,-0.672,212.7700425,-4.7831546,7.259,0.652,12,02,2010
6,2010-02-19,"$1,567,138.07","$2,409.88",0,43.58,-26.12,2.514,-0.706,212.8161546,-4.7370425,7.259,0.652,19,02,2010
6,2010-02-26,"$1,432,953.21","-$131,774.98",0,47.1,-22.60,2.561,-0.659,212.845337,-4.7078601,7.259,0.652,26,02,2010
6,2010-03-05,"$1,601,348.82","$36,620.63",0,49.63,-20.07,2.625,-0.595,212.8745193,-4.6786778,7.259,0.652,05,03,2010
6,2010-03-12,"$1,558,621.36","-$6,106.83",0,58.82,-10.88,2.667,-0.553,212.9037017,-4.6494954,7.259,0.652,12,03,2010
6,2010-03-19,"$1,693,058.91","$128,330.72",0,56.55,-13.15,2.72,-0.500,212.7351935,-4.8180036,7.259,0.652,19,03,2010
6,2010-03-26,"$1,472,033.38","-$92,694.81",0,53.74,-15.96,2.732,-0.488,212.533737,-5.0194601,7.259,0.652,26,03,2010
6,2010-04-02,"$1,770,333.90","$205,605.71",0,64.94,-4.76,2.719,-0.501,212.3322805,-5.2209166,7.092,0.485,02,04,2010
6,2010-04-09,"$1,667,181.82","$102,453.63",0,66.15,-3.55,2.77,-0.450,212.1308239,-5.4223732,7.092,0.485,09,04,2010
6,2010-04-16,"$1,519,846.36","-$44,881.83",0,65.68,-4.02,2.808,-0.412,211.9942765,-5.5589206,7.092,0.485,16,04,2010
6,2010-04-23,"$1,540,435.99","-$24,292.20",0,64.11,-5.59,2.795,-0.425,211.9442745,-5.6089226,7.092,0.485,23,04,2010
6,2010-04-30,"$1,498,080.16","-$66,648.03",0,68.91,-0.79,2.78,-0.440,211.8942725,-5.6589246,7.092,0.485,30,04,2010
6,2010-05-07,"$1,619,920.04","$55,191.85",0,73.68,3.98,2.835,-0.385,211.8442706,-5.7089265,7.092,0.485,07,05,2010
6,2010-05-14,"$1,524,059.40","-$40,668.79",0,74.95,5.25,2.854,-0.366,211.8421769,-5.7110202,7.092,0.485,14,05,2010
6,2010-05-21,"$1,531,938.44","-$32,789.75",0,74.8,5.10,2.826,-0.394,212.1275324,-5.4256647,7.092,0.485,21,05,2010
6,2010-05-28,"$1,644,470.66","$79,742.47",0,78.89,9.19,2.759,-0.461,212.412888,-5.1403091,7.092,0.485,28,05,2010
6,2010-06-04,"$1,857,380.09","$292,651.90",0,79.44,9.74,2.705,-0.515,212.6982436,-4.8549535,7.092,0.485,04,06,2010
6,2010-06-11,"$1,685,652.35","$120,924.16",0,81.81,12.11,2.668,-0.552,212.9835992,-4.5695979,7.092,0.485,11,06,2010
6,2010-06-18,"$1,677,248.24","$112,520.05",0,83.89,14.19,2.637,-0.583,212.9813843,-4.5718128,7.092,0.485,18,06,2010
6,2010-06-25,"$1,640,681.88","$75,953.69",0,84.2,14.50,2.653,-0.567,212.8641412,-4.6890559,7.092,0.485,25,06,2010
6,2010-07-02,"$1,759,777.25","$195,049.06",0,80.34,10.64,2.669,-0.551,212.746898,-4.8062991,6.973,0.366,02,07,2010
6,2010-07-09,"$1,690,317.99","$125,589.80",0,80.93,11.23,2.642,-0.578,212.6296549,-4.9235422,6.973,0.366,09,07,2010
6,2010-07-16,"$1,560,120.80","-$4,607.39",0,83.75,14.05,2.623,-0.597,212.6212163,-4.9319808,6.973,0.366,16,07,2010
6,2010-07-23,"$1,585,240.92","$20,512.73",0,83.9,14.20,2.608,-0.612,212.7578505,-4.7953466,6.973,0.366,23,07,2010
6,2010-07-30,"$1,532,308.78","-$32,419.41",0,81.37,11.67,2.64,-0.580,212.8944846,-4.6587125,6.973,0.366,30,07,2010
6,2010-08-06,"$1,633,241.59","$68,513.40",0,86.61,16.91,2.627,-0.593,213.0311188,-4.5220783,6.973,0.366,06,08,2010
6,2010-08-13,"$1,547,654.98","-$17,073.21",0,86.83,17.13,2.692,-0.528,213.1677529,-4.3854442,6.973,0.366,13,08,2010
6,2010-08-20,"$1,539,930.50","-$24,797.69",0,87.36,17.66,2.664,-0.556,213.1291427,-4.4240544,6.973,0.366,20,08,2010
6,2010-08-27,"$1,450,766.12","-$113,962.07",0,85.71,16.01,2.619,-0.601,213.0905324,-4.4626647,6.973,0.366,27,08,2010
6,2010-09-03,"$1,510,925.32","-$53,802.87",0,82.15,12.45,2.577,-0.643,213.0519222,-4.5012749,6.973,0.366,03,09,2010
6,2010-09-10,"$1,424,225.44","-$140,502.75",1,78.78,9.08,2.565,-0.655,213.013312,-4.5398851,6.973,0.366,10,09,2010
6,2010-09-17,"$1,308,537.75","-$256,190.44",0,81.78,12.08,2.582,-0.638,213.0398643,-4.5133328,6.973,0.366,17,09,2010
6,2010-09-24,"$1,275,591.84","-$289,136.35",0,76.49,6.79,2.624,-0.596,213.1152886,-4.4379085,6.973,0.366,24,09,2010
6,2010-10-01,"$1,328,468.89","-$236,259.30",0,70.69,0.99,2.603,-0.617,213.1907129,-4.3624842,7.007,0.400,01,10,2010
6,2010-10-08,"$1,360,317.90","-$204,410.29",0,65.21,-4.49,2.633,-0.587,213.2661373,-4.2870598,7.007,0.400,08,10,2010
6,2010-10-15,"$1,344,580.92","-$220,147.27",0,68.93,-0.77,2.72,-0.500,213.3337977,-4.2193994,7.007,0.400,15,10,2010
6,2010-10-22,"$1,332,716.53","-$232,011.66",0,70.97,1.27,2.725,-0.495,213.3820486,-4.1711485,7.007,0.400,22,10,2010
6,2010-10-29,"$1,385,323.70","-$179,404.49",0,70.39,0.69,2.716,-0.504,213.4302994,-4.1228977,7.007,0.400,29,10,2010
6,2010-11-05,"$1,505,442.15","-$59,286.04",0,59.9,-9.80,2.689,-0.531,213.4785503,-4.0746468,7.007,0.400,05,11,2010
6,2010-11-12,"$1,495,536.46","-$69,191.73",0,62.11,-7.59,2.728,-0.492,213.5268011,-4.0263960,7.007,0.400,12,11,2010
6,2010-11-19,"$1,518,841.45","-$45,886.74",0,52.99,-16.71,2.771,-0.449,213.4107412,-4.1424559,7.007,0.400,19,11,2010
6,2010-11-26,"$2,267,452.40","$702,724.21",1,65.79,-3.91,2.735,-0.485,213.2672961,-4.2859010,7.007,0.400,26,11,2010
6,2010-12-03,"$1,677,067.24","$112,339.05",0,52.3,-17.40,2.708,-0.512,213.123851,-4.4293461,7.007,0.400,03,12,2010
6,2010-12-10,"$1,834,737.58","$270,009.39",0,48.46,-21.24,2.843,-0.377,212.9804059,-4.5727912,7.007,0.400,10,12,2010
6,2010-12-17,"$2,090,268.95","$525,540.76",0,52.24,-17.46,2.869,-0.351,212.918049,-4.6351481,7.007,0.400,17,12,2010
6,2010-12-24,"$2,727,575.18","$1,162,846.99",0,55.07,-14.63,2.886,-0.334,212.9165082,-4.6366889,7.007,0.400,24,12,2010
6,2010-12-31,"$1,464,050.02","-$100,678.17",1,49.14,-20.56,2.943,-0.277,212.9149674,-4.6382297,7.007,0.400,31,12,2010
6,2011-01-07,"$1,350,441.68","-$214,286.51",0,47.78,-21.92,2.976,-0.244,212.9134266,-4.6397705,6.858,0.251,07,01,2011
6,2011-01-14,"$1,306,194.55","-$258,533.64",0,38.37,-31.33,2.983,-0.237,212.9655882,-4.5876089,6.858,0.251,14,01,2011
6,2011-01-21,"$1,261,253.18","-$303,475.01",0,46.2,-23.50,3.016,-0.204,213.3399647,-4.2132324,6.858,0.251,21,01,2011
6,2011-01-28,"$1,287,034.70","-$277,693.49",0,44.98,-24.72,3.01,-0.210,213.7143412,-3.8388559,6.858,0.251,28,01,2011
6,2011-02-04,"$1,514,999.17","-$49,729.02",0,40.59,-29.11,2.989,-0.231,214.0887176,-3.4644795,6.858,0.251,04,02,2011
6,2011-02-11,"$1,486,920.17","-$77,808.02",1,39.38,-30.32,3.022,-0.198,214.4630941,-3.0901030,6.858,0.251,11,02,2011
6,2011-02-18,"$1,572,117.54","$7,389.35",0,59.61,-10.09,3.045,-0.175,214.7775231,-2.7756740,6.858,0.251,18,02,2011
6,2011-02-25,"$1,422,600.43","-$142,127.76",0,62.86,-6.84,3.065,-0.155,215.0679731,-2.4852240,6.858,0.251,25,02,2011
6,2011-03-04,"$1,502,617.99","-$62,110.20",0,60.45,-9.25,3.288,0.068,215.3584231,-2.1947740,6.858,0.251,04,03,2011
6,2011-03-11,"$1,494,497.39","-$70,230.80",0,57.71,-11.99,3.459,0.239,215.6488731,-1.9043240,6.858,0.251,11,03,2011
6,2011-03-18,"$1,685,375.47","$120,647.28",0,65.07,-4.63,3.488,0.268,215.9035078,-1.6496893,6.858,0.251,18,03,2011
6,2011-03-25,"$1,438,465.81","-$126,262.38",0,70.83,1.13,3.473,0.253,216.1438163,-1.4093808,6.858,0.251,25,03,2011
6,2011-04-01,"$1,459,276.77","-$105,451.42",0,62.25,-7.45,3.524,0.304,216.3841249,-1.1690722,6.855,0.248,01,04,2011
6,2011-04-08,"$1,534,594.00","-$30,134.19",0,70.35,0.65,3.622,0.402,216.6244334,-0.9287637,6.855,0.248,08,04,2011
6,2011-04-15,"$1,448,797.02","-$115,931.17",0,73.17,3.47,3.743,0.523,216.8446627,-0.7085344,6.855,0.248,15,04,2011
6,2011-04-22,"$1,639,358.93","$74,630.74",0,74.24,4.54,3.807,0.587,217.0146941,-0.5385030,6.855,0.248,22,04,2011
6,2011-04-29,"$1,479,249.90","-$85,478.29",0,75.27,5.57,3.81,0.590,217.1847255,-0.3684716,6.855,0.248,29,04,2011
6,2011-05-06,"$1,504,651.57","-$60,076.62",0,65.42,-4.28,3.906,0.686,217.3547569,-0.1984402,6.855,0.248,06,05,2011
6,2011-05-13,"$1,453,185.65","-$111,542.54",0,76.95,7.25,3.899,0.679,217.5247882,-0.0284089,6.855,0.248,13,05,2011
6,2011-05-20,"$1,382,783.83","-$181,944.36",0,72.01,2.31,3.907,0.687,217.2896095,-0.2635876,6.855,0.248,20,05,2011
6,2011-05-27,"$1,523,979.11","-$40,749.08",0,80.83,11.13,3.786,0.566,217.0544307,-0.4987664,6.855,0.248,27,05,2011
6,2011-06-03,"$1,705,506.29","$140,778.10",0,84.01,14.31,3.699,0.479,216.819252,-0.7339451,6.855,0.248,03,06,2011
6,2011-06-10,"$1,598,643.65","$33,915.46",0,84.49,14.79,3.648,0.428,216.5840732,-0.9691239,6.855,0.248,10,06,2011
6,2011-06-17,"$1,622,150.33","$57,422.14",0,87.08,17.38,3.637,0.417,216.5371616,-1.0160355,6.855,0.248,17,06,2011
6,2011-06-24,"$1,543,365.90","-$21,362.29",0,85.51,15.81,3.594,0.374,216.6314502,-0.9217469,6.855,0.248,24,06,2011
6,2011-07-01,"$1,694,551.15","$129,822.96",0,87,17.30,3.524,0.304,216.7257388,-0.8274583,6.925,0.318,01,07,2011
6,2011-07-08,"$1,709,373.62","$144,645.43",0,88.36,18.66,3.48,0.260,216.8200275,-0.7331696,6.925,0.318,08,07,2011
6,2011-07-15,"$1,526,801.24","-$37,926.95",0,88.93,19.23,3.575,0.355,216.9044732,-0.6487239,6.925,0.318,15,07,2011
6,2011-07-22,"$1,526,506.08","-$38,222.11",0,88.06,18.36,3.651,0.431,216.964312,-0.5888851,6.925,0.318,22,07,2011
6,2011-07-29,"$1,483,991.05","-$80,737.14",0,90.22,20.52,3.682,0.462,217.0241507,-0.5290464,6.925,0.318,29,07,2011
6,2011-08-05,"$1,601,584.57","$36,856.38",0,91.46,21.76,3.684,0.464,217.0839894,-0.4692077,6.925,0.318,05,08,2011
